datetime,weather,temp,humidity,windspeed,casual,registered
2011-05-11 12:00:00,1,24.6,56,0.0,41,185
2011-05-11 13:00:00,1,25.42,50,0.0,36,157
2011-05-11 14:00:00,1,25.42,53,6.0,36,141
2011-05-11 15:00:00,1,26.24,41,0.0,48,131
2011-05-11 16:00:00,1,27.06,39,0.0,49,240
2011-05-11 17:00:00,1,26.24,47,7.0,17,242
2011-05-11 18:00:00,1,25.42,50,20.0,40,234
2011-05-11 19:00:00,1,22.96,52,9.0,60,341
2011-05-11 20:00:00,1,22.14,64,9.0,28,245
2011-05-11 21:00:00,1,22.14,60,0.0,32,202
2011-05-11 22:00:00,1,20.5,72,17.0,12,134
2011-05-11 23:00:00,1,18.86,88,17.0,12,69
2011-05-12 00:00:00,2,18.86,88,15.0,5,39
2011-05-12 01:00:00,1,18.86,88,15.0,1,16
2011-05-12 02:00:00,1,18.04,94,13.0,1,14
2011-05-12 03:00:00,1,18.04,88,9.0,0,5
2011-05-12 04:00:00,1,17.22,94,0.0,1,5
2011-05-12 05:00:00,1,17.22,94,9.0,2,27
2011-05-12 06:00:00,1,18.04,88,0.0,9,103
2011-05-12 07:00:00,1,18.86,88,9.0,14,283
2011-05-12 08:00:00,1,19.68,82,13.0,27,394
2011-05-12 09:00:00,2,20.5,77,19.0,21,191
2011-05-12 10:00:00,2,22.14,68,15.0,28,119
2011-05-12 11:00:00,1,23.78,60,15.0,43,136
2011-05-12 12:00:00,1,23.78,60,15.0,43,164
2011-05-12 13:00:00,2,25.42,57,20.0,48,170
2011-05-12 14:00:00,2,25.42,61,15.0,43,148
2011-05-12 15:00:00,2,26.24,53,17.0,54,163
2011-05-12 16:00:00,2,26.24,57,17.0,50,238
2011-05-12 17:00:00,2,26.24,57,13.0,54,540
2011-05-12 18:00:00,1,25.42,69,15.0,64,463
2011-05-12 19:00:00,2,24.6,64,13.0,59,305
2011-05-12 20:00:00,1,24.6,64,13.0,56,220
2011-05-12 21:00:00,1,22.96,83,9.0,31,192
2011-05-12 22:00:00,1,22.14,83,13.0,25,147
2011-05-12 23:00:00,2,22.14,77,13.0,16,87
2011-05-13 00:00:00,2,21.32,83,11.0,6,46
2011-05-13 01:00:00,1,21.32,83,11.0,5,15
2011-05-13 02:00:00,2,20.5,88,9.0,3,8
2011-05-13 03:00:00,2,20.5,88,9.0,2,2
2011-05-13 04:00:00,3,20.5,88,11.0,2,3
2011-05-13 05:00:00,2,20.5,88,13.0,1,24
2011-05-13 06:00:00,3,20.5,88,9.0,6,76
2011-05-13 07:00:00,3,20.5,88,11.0,16,141
2011-05-13 08:00:00,2,20.5,88,13.0,26,361
2011-05-13 09:00:00,2,20.5,88,13.0,18,215
2011-05-13 10:00:00,2,21.32,83,9.0,31,99
2011-05-13 11:00:00,2,21.32,83,11.0,56,90
2011-05-13 12:00:00,2,21.32,88,13.0,53,170
2011-05-13 13:00:00,2,21.32,88,26.0,69,157
2011-05-13 14:00:00,2,21.32,87,19.0,70,120
2011-05-13 15:00:00,2,21.32,88,11.0,56,142
2011-05-13 16:00:00,2,21.32,88,9.0,44,256
2011-05-13 17:00:00,3,21.32,88,11.0,62,429
2011-05-13 18:00:00,3,21.32,88,11.0,39,359
2011-05-13 19:00:00,2,21.32,83,13.0,25,245
2011-05-13 20:00:00,2,21.32,83,9.0,22,130
2011-05-13 21:00:00,2,21.32,84,11.0,24,130
2011-05-13 22:00:00,2,21.32,83,15.0,25,107
2011-05-13 23:00:00,3,20.5,88,11.0,31,88
2011-05-14 00:00:00,2,20.5,88,9.0,24,78
2011-05-14 01:00:00,2,20.5,88,9.0,18,64
2011-05-14 02:00:00,2,20.5,88,9.0,15,37
2011-05-14 03:00:00,2,20.5,88,9.0,5,30
2011-05-14 04:00:00,2,20.5,82,11.0,1,4
2011-05-14 05:00:00,2,20.5,82,7.0,7,7
2011-05-14 06:00:00,2,20.5,88,7.0,2,9
2011-05-14 07:00:00,3,19.68,100,0.0,4,28
2011-05-14 08:00:00,3,20.5,94,0.0,16,72
2011-05-14 09:00:00,2,21.32,94,6.0,14,86
2011-05-14 10:00:00,2,21.32,94,11.0,34,133
2011-05-14 11:00:00,2,21.32,94,9.0,72,207
2011-05-14 12:00:00,3,21.32,100,6.0,75,204
2011-05-14 13:00:00,3,21.32,100,6.0,68,180
2011-05-14 14:00:00,2,22.14,94,9.0,57,159
2011-05-14 15:00:00,2,22.14,94,11.0,73,221
2011-05-14 16:00:00,2,22.14,94,13.0,107,188
2011-05-14 17:00:00,2,22.96,88,13.0,78,194
2011-05-14 18:00:00,2,22.96,88,15.0,88,216
2011-05-14 19:00:00,3,22.14,94,9.0,69,179
2011-05-14 20:00:00,3,22.14,94,9.0,42,115
2011-05-14 21:00:00,3,22.14,94,15.0,15,44
2011-05-14 22:00:00,3,22.14,94,11.0,7,19
2011-05-14 23:00:00,3,21.32,100,13.0,11,33
2011-05-15 00:00:00,2,21.32,100,0.0,5,34
2011-05-15 01:00:00,2,21.32,100,7.0,4,43
2011-05-15 02:00:00,2,21.32,100,9.0,13,37
2011-05-15 03:00:00,2,21.32,100,0.0,11,21
2011-05-15 04:00:00,2,21.32,100,0.0,5,8
2011-05-15 05:00:00,3,21.32,100,7.0,3,11
2011-05-15 06:00:00,2,21.32,100,9.0,3,14
2011-05-15 07:00:00,2,21.32,100,9.0,4,38
2011-05-15 08:00:00,2,22.14,94,9.0,24,46
2011-05-15 09:00:00,1,23.78,83,17.0,36,98
2011-05-15 10:00:00,1,23.78,83,15.0,73,153
2011-05-15 11:00:00,1,24.6,78,15.0,120,202
2011-05-15 12:00:00,1,25.42,73,20.0,120,247
2011-05-15 13:00:00,1,25.42,73,19.0,195,261
2011-05-15 14:00:00,1,26.24,73,13.0,183,254
2011-05-15 15:00:00,1,27.06,69,17.0,206,253
2011-05-15 16:00:00,1,26.24,69,17.0,158,282
2011-05-15 17:00:00,3,22.96,78,24.0,137,255
2011-05-15 18:00:00,1,22.96,78,17.0,60,177
2011-05-15 19:00:00,1,22.96,83,7.0,78,153
2011-05-15 20:00:00,1,22.14,88,0.0,53,138
2011-05-15 21:00:00,1,22.14,88,0.0,44,107
2011-05-15 22:00:00,1,22.96,83,0.0,29,88
2011-05-15 23:00:00,1,22.14,88,15.0,18,51
2011-05-16 00:00:00,1,21.32,94,7.0,17,21
2011-05-16 01:00:00,1,21.32,94,9.0,6,8
2011-05-16 02:00:00,1,20.5,100,6.0,4,9
2011-05-16 03:00:00,1,20.5,94,11.0,1,3
2011-05-16 04:00:00,1,20.5,100,9.0,1,5
2011-05-16 05:00:00,1,20.5,93,13.0,1,20
2011-05-16 06:00:00,1,21.32,88,11.0,11,93
2011-05-16 07:00:00,1,21.32,83,19.0,27,245
2011-05-16 08:00:00,1,22.96,73,20.0,28,366
2011-05-16 09:00:00,1,24.6,69,13.0,38,156
2011-05-16 10:00:00,1,25.42,65,6.0,37,75
2011-05-16 11:00:00,1,26.24,57,0.0,56,129
2011-05-16 12:00:00,1,27.06,54,6.0,72,137
2011-05-16 13:00:00,1,27.88,51,0.0,61,153
2011-05-16 14:00:00,1,27.88,51,0.0,76,117
2011-05-16 15:00:00,1,29.52,51,0.0,55,110
2011-05-16 16:00:00,3,24.6,78,17.0,45,181
2011-05-16 17:00:00,1,23.78,88,15.0,47,227
2011-05-16 18:00:00,3,23.78,83,13.0,55,398
2011-05-16 19:00:00,1,23.78,83,17.0,36,272
2011-05-16 20:00:00,1,23.78,83,0.0,31,167
2011-05-16 21:00:00,1,23.78,83,0.0,28,149
2011-05-16 22:00:00,1,22.96,88,6.0,22,105
2011-05-16 23:00:00,1,22.96,88,6.0,18,39
2011-05-17 00:00:00,2,22.96,88,0.0,13,18
2011-05-17 01:00:00,3,22.96,88,0.0,7,6
2011-05-17 02:00:00,3,22.96,88,0.0,4,4
2011-05-17 03:00:00,3,22.14,94,17.0,1,3
2011-05-17 04:00:00,3,22.14,94,17.0,2,2
2011-05-17 05:00:00,3,21.32,94,17.0,0,22
2011-05-17 06:00:00,3,21.32,94,17.0,0,49
2011-05-17 07:00:00,2,21.32,94,17.0,13,138
2011-05-17 08:00:00,2,21.32,94,20.0,22,325
2011-05-17 09:00:00,2,22.14,88,17.0,17,190
2011-05-17 10:00:00,3,22.14,88,17.0,31,73
2011-05-17 11:00:00,2,22.96,83,28.0,26,104
2011-05-17 12:00:00,3,22.96,83,28.0,38,115
2011-05-17 13:00:00,2,22.96,88,22.0,31,141
2011-05-17 14:00:00,1,25.42,73,31.0,61,123
2011-05-17 15:00:00,1,25.42,69,30.0,79,131
2011-05-17 16:00:00,1,25.42,61,22.0,73,217
2011-05-17 17:00:00,1,25.42,65,28.0,83,521
2011-05-17 18:00:00,1,24.6,69,20.0,54,426
2011-05-17 19:00:00,1,24.6,69,17.0,51,298
2011-05-17 20:00:00,1,23.78,83,28.0,30,253
2011-05-17 21:00:00,1,22.14,88,17.0,23,151
2011-05-17 22:00:00,2,22.14,88,19.0,12,86
2011-05-17 23:00:00,2,22.14,88,17.0,7,49
2011-05-18 00:00:00,2,22.14,88,15.0,8,15
2011-05-18 01:00:00,2,22.14,88,17.0,3,9
2011-05-18 02:00:00,3,21.32,94,15.0,1,5
2011-05-18 03:00:00,3,21.32,94,20.0,6,3
2011-05-18 04:00:00,3,21.32,94,20.0,1,2
2011-05-18 05:00:00,1,21.32,100,15.0,0,9
2011-05-18 06:00:00,1,21.32,100,9.0,2,99
2011-05-18 07:00:00,1,22.14,88,13.0,14,260
2011-05-18 08:00:00,1,22.96,88,19.0,25,428
2011-05-18 09:00:00,3,22.96,83,17.0,26,176
2011-05-18 10:00:00,3,22.14,88,19.0,33,73
2011-05-18 11:00:00,2,22.14,94,6.0,6,17
2011-05-18 12:00:00,1,22.96,94,20.0,12,42
2011-05-18 13:00:00,2,22.96,83,22.0,30,92
2011-05-18 14:00:00,2,23.78,78,19.0,44,94
2011-05-18 15:00:00,1,24.6,78,17.0,34,133
2011-05-18 16:00:00,1,24.6,73,13.0,53,241
2011-05-18 17:00:00,1,24.6,69,9.0,78,487
2011-05-18 18:00:00,1,24.6,73,15.0,58,431
2011-05-18 19:00:00,3,22.96,88,9.0,43,288
2011-05-18 20:00:00,3,22.96,88,9.0,24,189
2011-05-18 21:00:00,1,21.32,88,0.0,11,74
2011-05-18 22:00:00,1,21.32,83,0.0,14,103
2011-05-18 23:00:00,1,21.32,94,6.0,10,49
2011-05-19 00:00:00,1,21.32,94,7.0,6,23
2011-05-19 01:00:00,1,20.5,94,0.0,2,4
2011-05-19 02:00:00,1,20.5,94,0.0,3,12
2011-05-19 03:00:00,1,19.68,100,0.0,1,3
2011-05-19 04:00:00,1,19.68,94,0.0,2,3
2011-05-19 05:00:00,1,19.68,94,0.0,2,24
2011-05-19 06:00:00,2,20.5,94,0.0,17,86
2011-05-19 07:00:00,2,20.5,100,0.0,18,239
2011-05-19 08:00:00,2,21.32,88,0.0,34,453
2011-05-19 09:00:00,2,22.14,88,6.0,40,176
2011-05-19 10:00:00,2,22.14,83,0.0,35,95
2011-05-19 11:00:00,3,22.14,88,11.0,53,111
2011-05-19 12:00:00,2,23.78,78,7.0,38,130
2011-05-19 13:00:00,3,23.78,64,17.0,44,139
2011-05-19 14:00:00,3,22.14,73,13.0,43,137
2011-05-19 15:00:00,1,22.96,78,11.0,63,125
2011-05-19 16:00:00,1,23.78,64,13.0,55,247
2011-05-19 17:00:00,1,22.96,78,11.0,60,487
2011-05-19 18:00:00,1,24.6,55,11.0,59,454
2011-05-19 19:00:00,1,23.78,60,9.0,65,345
2011-05-19 20:00:00,1,22.14,77,19.0,46,236
2011-05-19 21:00:00,1,22.14,77,19.0,29,180
2011-05-19 22:00:00,3,20.5,82,20.0,11,68
2011-05-19 23:00:00,1,19.68,94,0.0,9,63
2011-05-20 00:00:00,1,18.86,94,6.0,15,33
2011-05-20 01:00:00,1,18.86,100,0.0,8,17
2011-05-20 02:00:00,1,18.04,100,6.0,4,4
2011-05-20 03:00:00,1,18.04,100,0.0,1,4
2011-05-20 04:00:00,1,18.04,94,6.0,1,4
2011-05-20 05:00:00,1,18.04,94,7.0,0,28
2011-05-20 06:00:00,1,18.86,88,7.0,15,102
2011-05-20 07:00:00,1,20.5,77,11.0,30,289
2011-05-20 08:00:00,1,22.14,68,0.0,41,476
2011-05-20 09:00:00,1,22.14,68,15.0,35,199
2011-05-20 10:00:00,1,22.96,64,13.0,44,104
2011-05-20 11:00:00,2,23.78,60,13.0,63,133
2011-05-20 12:00:00,2,24.6,56,17.0,69,186
2011-05-20 13:00:00,3,24.6,56,19.0,60,172
2011-05-20 14:00:00,1,25.42,53,15.0,66,131
2011-05-20 15:00:00,2,24.6,56,13.0,74,168
2011-05-20 16:00:00,2,24.6,53,11.0,61,269
2011-05-20 17:00:00,1,25.42,53,0.0,71,483
2011-05-20 18:00:00,1,24.6,56,11.0,79,394
2011-05-20 19:00:00,1,23.78,64,6.0,49,253
2011-05-20 20:00:00,1,23.78,64,7.0,40,180
2011-05-20 21:00:00,1,22.96,64,7.0,40,155
2011-05-20 22:00:00,1,22.14,73,0.0,28,124
2011-05-20 23:00:00,1,21.32,72,11.0,15,100
2011-05-21 00:00:00,1,21.32,77,7.0,20,78
2011-05-21 01:00:00,1,21.32,72,0.0,8,64
2011-05-21 02:00:00,1,21.32,72,7.0,5,35
2011-05-21 03:00:00,1,19.68,82,7.0,7,12
2011-05-21 04:00:00,1,18.86,88,9.0,1,6
2011-05-21 05:00:00,1,18.86,88,7.0,1,4
2011-05-21 06:00:00,1,20.5,82,9.0,6,22
2011-05-21 07:00:00,1,22.14,73,9.0,10,33
2011-05-21 08:00:00,1,22.96,68,19.0,29,97
2011-05-21 09:00:00,1,24.6,64,15.0,60,165
2011-05-21 10:00:00,1,25.42,61,7.0,122,201
2011-05-21 11:00:00,1,26.24,53,9.0,173,245
2011-05-21 12:00:00,1,27.06,50,0.0,222,271
2011-05-21 13:00:00,1,28.7,45,0.0,191,271
2011-05-21 14:00:00,1,29.52,42,0.0,187,269
2011-05-21 15:00:00,1,29.52,45,17.0,232,274
2011-05-21 16:00:00,2,29.52,39,17.0,204,267
2011-05-21 17:00:00,2,29.52,42,11.0,191,253
2011-05-21 18:00:00,2,28.7,45,11.0,191,253
2011-05-21 19:00:00,1,27.88,47,11.0,117,184
2011-05-21 20:00:00,1,25.42,61,0.0,84,164
2011-05-21 21:00:00,1,25.42,61,7.0,77,150
2011-05-21 22:00:00,1,24.6,69,9.0,78,126
2011-05-21 23:00:00,1,23.78,78,6.0,42,103
2011-05-22 00:00:00,1,22.14,88,11.0,31,100
2011-05-22 01:00:00,1,21.32,94,9.0,17,81
2011-05-22 02:00:00,1,21.32,94,7.0,18,50
2011-05-22 03:00:00,1,20.5,100,7.0,10,23
2011-05-22 04:00:00,1,20.5,100,0.0,3,9
2011-05-22 05:00:00,1,20.5,100,7.0,1,5
2011-05-22 06:00:00,1,21.32,94,7.0,5,13
2011-05-22 07:00:00,1,22.14,88,7.0,13,27
2011-05-22 08:00:00,1,24.6,73,6.0,29,65
2011-05-22 09:00:00,1,25.42,69,7.0,59,130
2011-05-22 10:00:00,1,26.24,65,9.0,135,170
2011-05-22 11:00:00,1,28.7,54,13.0,164,209
2011-05-22 12:00:00,2,29.52,51,13.0,146,255
2011-05-22 13:00:00,2,27.06,54,15.0,180,275
2011-05-22 14:00:00,3,25.42,69,13.0,125,191
2011-05-22 15:00:00,2,27.06,61,11.0,110,221
2011-05-22 16:00:00,1,27.88,61,9.0,72,201
2011-05-22 17:00:00,1,28.7,58,17.0,93,213
2011-05-22 18:00:00,1,27.06,61,15.0,120,238
2011-05-22 19:00:00,1,27.06,61,13.0,107,193
2011-05-22 20:00:00,1,26.24,65,11.0,57,174
2011-05-22 21:00:00,1,25.42,73,13.0,27,109
2011-05-22 22:00:00,1,24.6,83,9.0,35,86
2011-05-22 23:00:00,2,23.78,83,9.0,19,46
2011-05-23 00:00:00,2,22.96,88,9.0,23,18
2011-05-23 01:00:00,1,22.96,88,7.0,4,5
2011-05-23 02:00:00,3,22.96,88,11.0,2,3
2011-05-23 03:00:00,3,22.14,94,11.0,0,4
2011-05-23 04:00:00,2,22.14,94,0.0,2,2
2011-05-23 05:00:00,2,22.14,94,0.0,0,11
2011-05-23 06:00:00,2,22.14,100,0.0,4,92
2011-05-23 07:00:00,2,22.96,94,7.0,13,223
2011-05-23 08:00:00,1,24.6,88,13.0,50,359
2011-05-23 09:00:00,1,24.6,88,15.0,36,131
2011-05-23 10:00:00,1,27.06,74,20.0,49,72
2011-05-23 11:00:00,1,27.88,69,26.0,73,107
2011-05-23 12:00:00,1,27.88,69,26.0,65,139
2011-05-23 13:00:00,2,30.34,58,28.0,49,155
2011-05-23 14:00:00,2,29.52,62,35.0,57,130
2011-05-23 15:00:00,2,29.52,62,30.0,57,119
2011-05-23 16:00:00,2,29.52,62,20.0,56,223
2011-05-23 17:00:00,3,29.52,70,26.0,56,373
2011-05-23 18:00:00,1,28.7,74,19.0,68,385
2011-05-23 19:00:00,1,28.7,74,15.0,56,302
2011-05-23 20:00:00,1,26.24,83,15.0,39,271
2011-05-23 21:00:00,1,26.24,89,15.0,33,155
2011-05-23 22:00:00,1,25.42,94,15.0,25,106
2011-05-23 23:00:00,2,25.42,88,13.0,19,53
2011-05-24 00:00:00,2,24.6,94,13.0,12,23
2011-05-24 01:00:00,2,24.6,94,11.0,6,9
2011-05-24 02:00:00,2,24.6,94,13.0,2,8
2011-05-24 03:00:00,2,23.78,94,7.0,0,2
2011-05-24 04:00:00,1,24.6,88,7.0,1,3
2011-05-24 05:00:00,2,23.78,94,17.0,2,22
2011-05-24 06:00:00,2,23.78,94,13.0,10,102
2011-05-24 07:00:00,3,26.24,78,13.0,26,288
2011-05-24 08:00:00,3,25.42,83,15.0,31,403
2011-05-24 09:00:00,2,26.24,73,13.0,27,111
2011-05-24 10:00:00,1,28.7,61,22.0,18,90
2011-05-24 11:00:00,1,30.34,51,15.0,33,142
2011-05-24 12:00:00,1,31.16,45,26.0,41,129
2011-05-24 13:00:00,1,31.98,46,17.0,38,152
2011-05-24 14:00:00,1,31.98,46,19.0,27,126
2011-05-24 15:00:00,3,30.34,55,28.0,59,129
2011-05-24 16:00:00,1,27.06,69,13.0,52,225
2011-05-24 17:00:00,1,28.7,61,7.0,56,492
2011-05-24 18:00:00,1,28.7,70,13.0,74,490
2011-05-24 19:00:00,1,27.06,74,13.0,45,310
2011-05-24 20:00:00,1,27.06,74,6.0,39,241
2011-05-24 21:00:00,1,26.24,78,6.0,21,168
2011-05-24 22:00:00,3,25.42,88,15.0,26,115
2011-05-24 23:00:00,3,27.06,74,11.0,13,53
2011-05-25 00:00:00,3,24.6,83,15.0,3,32
2011-05-25 01:00:00,3,23.78,83,13.0,6,2
2011-05-25 02:00:00,2,22.96,94,0.0,0,8
2011-05-25 03:00:00,1,22.14,100,9.0,0,9
2011-05-25 04:00:00,1,22.14,100,7.0,0,3
2011-05-25 05:00:00,1,22.96,88,6.0,2,23
2011-05-25 06:00:00,1,22.96,94,6.0,4,113
2011-05-25 07:00:00,1,25.42,73,9.0,29,284
2011-05-25 08:00:00,1,26.24,69,15.0,36,495
2011-05-25 09:00:00,1,27.88,65,6.0,27,207
2011-05-25 10:00:00,1,28.7,61,6.0,30,105
2011-05-25 11:00:00,1,30.34,51,6.0,36,104
2011-05-25 12:00:00,1,30.34,55,9.0,32,178
2011-05-25 13:00:00,1,30.34,55,9.0,39,163
2011-05-25 14:00:00,1,30.34,55,11.0,47,121
2011-05-25 15:00:00,1,31.16,52,17.0,37,145
2011-05-25 16:00:00,1,30.34,51,19.0,61,238
2011-05-25 17:00:00,1,30.34,51,15.0,77,524
2011-05-25 18:00:00,1,29.52,58,15.0,66,451
2011-05-25 19:00:00,1,28.7,61,9.0,73,332
2011-05-25 20:00:00,1,28.7,61,11.0,56,284
2011-05-25 21:00:00,1,27.06,69,9.0,33,203
2011-05-25 22:00:00,1,27.06,69,17.0,34,140
2011-05-25 23:00:00,1,26.24,73,9.0,12,74
2011-05-26 00:00:00,1,26.24,73,9.0,11,34
2011-05-26 01:00:00,1,26.24,73,9.0,3,13
2011-05-26 02:00:00,1,25.42,83,7.0,7,7
2011-05-26 03:00:00,1,24.6,88,6.0,0,4
2011-05-26 04:00:00,1,24.6,88,0.0,0,2
2011-05-26 05:00:00,2,24.6,88,6.0,2,25
2011-05-26 06:00:00,2,24.6,100,6.0,4,94
2011-05-26 07:00:00,2,25.42,94,17.0,16,270
2011-05-26 08:00:00,2,27.06,83,11.0,31,458
2011-05-26 09:00:00,1,29.52,70,11.0,22,194
2011-05-26 10:00:00,1,28.7,74,19.0,49,94
2011-05-26 11:00:00,1,30.34,66,15.0,36,124
2011-05-26 12:00:00,1,31.98,59,22.0,53,141
2011-05-26 13:00:00,1,33.62,52,19.0,52,145
2011-05-26 14:00:00,1,33.62,52,19.0,44,145
2011-05-26 15:00:00,2,33.62,46,19.0,40,101
2011-05-26 16:00:00,2,32.8,49,24.0,58,233
2011-05-26 17:00:00,1,32.8,46,19.0,49,445
2011-05-26 18:00:00,1,32.8,46,22.0,74,404
2011-05-26 19:00:00,1,31.98,46,22.0,67,311
2011-05-26 20:00:00,1,29.52,58,11.0,55,267
2011-05-26 21:00:00,1,29.52,62,6.0,45,178
2011-05-26 22:00:00,1,28.7,65,9.0,23,157
2011-05-26 23:00:00,1,28.7,65,13.0,17,73
2011-05-27 00:00:00,1,27.88,69,17.0,14,55
2011-05-27 01:00:00,1,28.7,58,20.0,14,36
2011-05-27 02:00:00,1,27.88,61,15.0,6,12
2011-05-27 03:00:00,1,27.06,65,6.0,1,11
2011-05-27 04:00:00,1,26.24,69,9.0,2,5
2011-05-27 05:00:00,1,26.24,65,19.0,2,29
2011-05-27 06:00:00,1,26.24,69,6.0,8,73
2011-05-27 07:00:00,1,26.24,73,11.0,20,229
2011-05-27 08:00:00,1,27.06,74,19.0,25,393
2011-05-27 09:00:00,1,28.7,65,19.0,37,190
2011-05-27 10:00:00,1,29.52,54,26.0,42,111
2011-05-27 11:00:00,2,30.34,55,22.0,40,126
2011-05-27 12:00:00,2,31.16,55,20.0,53,190
2011-05-27 13:00:00,1,30.34,58,13.0,51,158
2011-05-27 14:00:00,1,31.16,55,17.0,51,188
2011-05-27 15:00:00,1,31.98,49,19.0,98,258
2011-05-27 16:00:00,2,31.16,55,26.0,63,356
2011-05-27 17:00:00,1,30.34,58,26.0,77,414
2011-05-27 18:00:00,2,29.52,62,20.0,89,310
2011-05-27 19:00:00,3,24.6,78,17.0,69,210
2011-05-27 20:00:00,2,25.42,73,15.0,24,120
2011-05-27 21:00:00,1,24.6,83,7.0,37,114
2011-05-27 22:00:00,1,24.6,78,9.0,25,116
2011-05-27 23:00:00,1,23.78,88,9.0,23,104
2011-05-28 00:00:00,1,23.78,88,9.0,15,79
2011-05-28 01:00:00,1,23.78,88,13.0,8,47
2011-05-28 02:00:00,1,22.96,94,13.0,13,35
2011-05-28 03:00:00,1,22.96,88,15.0,2,13
2011-05-28 04:00:00,1,22.96,88,17.0,0,4
2011-05-28 05:00:00,1,22.96,88,15.0,4,3
2011-05-28 06:00:00,1,23.78,83,17.0,3,16
2011-05-28 07:00:00,1,24.6,83,17.0,17,33
2011-05-28 08:00:00,1,25.42,78,13.0,27,75
2011-05-28 09:00:00,1,26.24,73,17.0,61,116
2011-05-28 10:00:00,1,28.7,65,15.0,110,166
2011-05-28 11:00:00,1,28.7,65,15.0,171,178
2011-05-28 12:00:00,1,29.52,58,17.0,145,213
2011-05-28 13:00:00,1,29.52,62,15.0,168,217
2011-05-28 14:00:00,1,30.34,58,15.0,172,210
2011-05-28 15:00:00,1,30.34,55,15.0,187,187
2011-05-28 16:00:00,1,31.16,55,19.0,201,201
2011-05-28 17:00:00,1,30.34,55,20.0,180,161
2011-05-28 18:00:00,1,29.52,62,17.0,173,212
2011-05-28 19:00:00,1,28.7,65,13.0,99,153
2011-05-28 20:00:00,1,28.7,65,15.0,68,128
2011-05-28 21:00:00,1,27.06,74,20.0,87,114
2011-05-28 22:00:00,1,27.06,78,15.0,46,115
2011-05-28 23:00:00,1,26.24,83,13.0,44,81
2011-05-29 00:00:00,1,26.24,83,15.0,32,51
2011-05-29 01:00:00,1,25.42,88,11.0,17,49
2011-05-29 02:00:00,1,25.42,88,7.0,12,49
2011-05-29 03:00:00,1,25.42,88,7.0,2,24
2011-05-29 04:00:00,1,24.6,88,6.0,13,10
2011-05-29 05:00:00,1,24.6,94,11.0,3,3
2011-05-29 06:00:00,2,25.42,88,13.0,5,10
2011-05-29 07:00:00,2,25.42,88,17.0,13,17
2011-05-29 08:00:00,2,25.42,88,15.0,34,62
2011-05-29 09:00:00,2,25.42,94,17.0,74,78
2011-05-29 10:00:00,2,27.06,83,15.0,130,121
2011-05-29 11:00:00,2,27.06,83,19.0,139,180
2011-05-29 12:00:00,2,28.7,74,15.0,216,186
2011-05-29 13:00:00,1,29.52,70,19.0,237,181
2011-05-29 14:00:00,1,30.34,70,19.0,183,168
2011-05-29 15:00:00,1,30.34,70,20.0,221,155
2011-05-29 16:00:00,1,30.34,70,19.0,194,167
2011-05-29 17:00:00,1,30.34,70,19.0,214,169
2011-05-29 18:00:00,1,29.52,74,19.0,151,177
2011-05-29 19:00:00,1,29.52,74,17.0,141,146
2011-05-29 20:00:00,1,28.7,79,13.0,91,128
2011-05-29 21:00:00,1,27.88,83,11.0,107,122
2011-05-29 22:00:00,1,27.06,89,9.0,78,93
2011-05-29 23:00:00,1,27.06,89,11.0,48,87
2011-05-30 00:00:00,1,26.24,94,13.0,38,65
2011-05-30 01:00:00,1,26.24,94,9.0,26,53
2011-05-30 02:00:00,1,26.24,94,13.0,17,28
2011-05-30 03:00:00,1,26.24,94,13.0,10,8
2011-05-30 04:00:00,1,25.42,94,11.0,2,4
2011-05-30 05:00:00,2,25.42,94,7.0,1,6
2011-05-30 06:00:00,2,26.24,94,6.0,6,10
2011-05-30 07:00:00,2,26.24,94,0.0,12,19
2011-05-30 08:00:00,2,27.06,89,7.0,36,58
2011-05-30 09:00:00,1,29.52,74,6.0,47,81
2011-05-30 10:00:00,1,32.8,55,17.0,116,153
2011-05-30 11:00:00,1,33.62,52,0.0,153,168
2011-05-30 12:00:00,1,35.26,47,7.0,179,187
2011-05-30 13:00:00,1,35.26,44,6.0,133,217
2011-05-30 14:00:00,1,36.08,39,0.0,142,185
2011-05-30 15:00:00,1,36.08,39,17.0,132,179
2011-05-30 16:00:00,1,36.08,37,19.0,101,208
2011-05-30 17:00:00,1,35.26,41,15.0,102,202
2011-05-30 18:00:00,1,35.26,41,11.0,77,172
2011-05-30 19:00:00,2,21.32,48,7.0,68,157
2011-05-30 20:00:00,1,31.16,58,0.0,69,168
2011-05-30 21:00:00,1,30.34,70,9.0,42,107
2011-05-30 22:00:00,1,29.52,74,11.0,26,80
2011-05-30 23:00:00,1,28.7,84,7.0,14,34
2011-05-31 00:00:00,1,28.7,79,6.0,9,20
2011-05-31 01:00:00,1,27.88,89,6.0,8,9
2011-05-31 02:00:00,2,27.06,94,9.0,5,7
2011-05-31 03:00:00,2,26.24,94,0.0,1,3
2011-05-31 04:00:00,1,27.06,83,6.0,0,3
2011-05-31 05:00:00,1,27.06,83,6.0,0,26
2011-05-31 06:00:00,1,27.88,79,6.0,11,98
2011-05-31 07:00:00,1,30.34,66,7.0,16,219
2011-05-31 08:00:00,1,31.98,59,9.0,34,372
2011-05-31 09:00:00,1,32.8,55,9.0,22,153
2011-05-31 10:00:00,1,33.62,56,9.0,37,72
2011-05-31 11:00:00,1,35.26,47,0.0,28,78
2011-05-31 12:00:00,1,35.26,47,9.0,37,125
